"","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_symbol"
"Y73E7A.4",1565.94693407228,0.246753886933802,0.265763019663755,0.131762280455073,0.42520611786058,"Y73E7A.4"
"Y73E7A.2",795.72208330183,0.0559818476874822,0.198518678681268,0.712140210280018,0.879188930862498,"Y73E7A.2"
"Y73E7A.6",229.275671523684,0.117762089515652,0.251696213422987,0.393694724147124,0.678974917507342,"Y73E7A.6"
"Y73E7A.7",765.373004722672,-0.0771728538617346,0.185070976361102,0.590877320132862,0.809093626481907,"Y73E7A.7"
"Y73E7A.1",4650.16004462981,0.112443486981128,0.210161543329877,0.438159860066137,0.710286503663984,"Y73E7A.1"
"Y73E7A.8",482.116411470757,0.281584377821715,0.265957706448789,0.105286396246798,0.386203133580084,"Y73E7A.8"
"Y71G12B.20",790.216849516399,0.179371723237396,0.189727970110514,0.208316062948444,0.520131762734736,"Y71G12B.20"
"Y71G12B.18",3.63700299998682,0.0347269496461448,0.283505863994289,0.0301705251441484,NA,"Y71G12B.18"
"Y71G12B.21",292.941910930401,0.0711022630042682,0.249911437874204,0.567619349464195,0.792633666173782,"Y71G12B.21"
"Y71G12B.33",2.11488703576539,-0.00160023012266039,0.280197815800305,0.864873507700363,NA,"Y71G12B.33"
"Y71G12B.22",13.6546746096341,-0.00593071415878318,0.277257610705682,0.88632060766709,0.95489582697109,"Y71G12B.22"
"Y71G12B.17",526.382617839386,0.0365238144684136,0.204929966266001,0.792601623771362,0.915164108125367,"Y71G12B.17"
"Y71G12B.23",306.407232210299,0.417368398768569,0.328277230949216,0.0390101250488362,0.263269000867524,"Y71G12B.23"
"Y71G12B.35",101.076627135198,0.436327719800139,0.708558514536286,0.0222808768372615,0.208805787810561,"Y71G12B.35"
"Y71G12B.16",172.982768166521,-0.00796447812554674,0.235807350558786,0.959473815983471,0.984579110088617,"Y71G12B.16"
"Y71G12B.31",169.938350155487,0.137622129307339,0.274313384433475,0.275405838084808,0.580246118478927,"Y71G12B.31"
"Y71G12B.15",4092.1965840589,-0.300195602269647,0.295545245136432,0.087361738430764,0.360075027439235,"Y71G12B.15"
"Y71G12B.14",746.029059605051,0.274312033606607,0.364546580724237,0.0837122779602935,0.352645038688048,"Y71G12B.14"
"Y71G12B.13",836.600632702428,0.0498218797448779,0.222983409931635,0.716501700714901,0.880612322986894,"Y71G12B.13"
"Y71G12B.24",866.718307605691,0.0780655064174381,0.193810629571737,0.578121124603861,0.79992493001638,"Y71G12B.24"
"Y71G12B.10",1199.31721336466,0.278299046381657,0.321791921164871,0.0991760951418678,0.377793542987064,"Y71G12B.10"
"Y71G12B.26",163.551649891232,0.216136498496593,0.32304127573233,0.139311055292456,0.433315747859665,"Y71G12B.26"
"Y71G12B.6",961.195428174332,-0.0518692775855932,0.191816842061931,0.695692806323789,0.869593510475832,"Y71G12B.6"
"Y71G12B.4",5418.17234420631,0.0812291623685977,0.156278913739321,0.531016534238516,0.771159703554334,"Y71G12B.4"
"Y71G12B.3",1.36312339445391,-0.000125066947851449,0.280490294287741,0.861077016871494,NA,"Y71G12B.3"
"Y71G12B.32",38.0192336697098,0.10801120939131,0.300395617646614,0.135284678053988,0.428986736671061,"Y71G12B.32"
"Y71G12B.2",110.828118251911,-0.351701014264539,0.470520604228802,0.0463820764816525,0.27946714781546,"Y71G12B.2"
"Y71G12B.30",48.4258558538547,0.0688393344948464,0.255420851456074,0.556769578021908,0.785346691483684,"Y71G12B.30"
