"ENTREZID","SYMBOL","GO","EVIDENCE","ONTOLOGY"
"13195908","21ur-12022",NA,NA,NA
"13195910","21ur-11352",NA,NA,NA
"13195911","21ur-10029",NA,NA,NA
"13195912","21ur-9038",NA,NA,NA
"13195913","21ur-14551",NA,NA,NA
"13195914","21ur-2450",NA,NA,NA
"13195915","21ur-7036",NA,NA,NA
"13195916","21ur-15244",NA,NA,NA
"13195918","21ur-3958",NA,NA,NA
"13195919","21ur-15233",NA,NA,NA
"13195920","21ur-11240",NA,NA,NA
"13195921","21ur-11503",NA,NA,NA
"13195922","21ur-9712",NA,NA,NA
"13195923","21ur-1323",NA,NA,NA
"13195924","21ur-15687",NA,NA,NA
"13195925","21ur-15027",NA,NA,NA
"13195926","21ur-14203",NA,NA,NA
"13195927","21ur-5623",NA,NA,NA
"13195928","21ur-5528",NA,NA,NA
"13195936","Y73B6BL.275",NA,NA,NA
"13195937","21ur-7679",NA,NA,NA
"13195938","21ur-11466",NA,NA,NA
"13195939","21ur-5970",NA,NA,NA
"13195940","21ur-7985",NA,NA,NA
"13195941","21ur-9986",NA,NA,NA
"13195943","21ur-13852",NA,NA,NA
"13195944","21ur-9760",NA,NA,NA
"13195945","21ur-13333",NA,NA,NA
"13195946","21ur-12436",NA,NA,NA
"13195947","21ur-10554",NA,NA,NA
"13195948","21ur-6248",NA,NA,NA
"13195949","21ur-13172",NA,NA,NA
"13195950","21ur-7262",NA,NA,NA
"13195951","21ur-13787",NA,NA,NA
"13195952","21ur-12695",NA,NA,NA
"13195953","21ur-13140",NA,NA,NA
"13195954","21ur-7980",NA,NA,NA
"13195955","21ur-11313",NA,NA,NA
"13195956","21ur-5541",NA,NA,NA
"13195957","21ur-13816",NA,NA,NA
"13195958","21ur-15410",NA,NA,NA
"13195959","21ur-10177",NA,NA,NA
"13195960","21ur-8906",NA,NA,NA
"13195961","21ur-10292",NA,NA,NA
"13195962","21ur-9116",NA,NA,NA
"13195963","21ur-9689",NA,NA,NA
"13195964","Y73B6BL.277",NA,NA,NA
"13195966","21ur-10484",NA,NA,NA
"13195967","21ur-5754",NA,NA,NA
"13195968","21ur-7111",NA,NA,NA
"13195969","21ur-7779",NA,NA,NA
"13195971","21ur-2591",NA,NA,NA
"13195972","21ur-4705",NA,NA,NA
"13195973","21ur-12687",NA,NA,NA
"13195974","21ur-1928",NA,NA,NA
"13195976","21ur-6450",NA,NA,NA
"13195977","21ur-1363",NA,NA,NA
"13195978","21ur-8273",NA,NA,NA
"13195979","Y73B6BL.271",NA,NA,NA
"13195980","21ur-9708",NA,NA,NA
"13195981","21ur-7472",NA,NA,NA
"13195982","21ur-14407",NA,NA,NA
"13195983","21ur-8748",NA,NA,NA
"13195984","21ur-9643",NA,NA,NA
"13195985","21ur-15437",NA,NA,NA
"13195986","21ur-11630",NA,NA,NA
"13195987","21ur-5555",NA,NA,NA
"13195988","21ur-9461",NA,NA,NA
"13195989","21ur-899",NA,NA,NA
"13195990","21ur-5914",NA,NA,NA
"13195991","21ur-6018",NA,NA,NA
"13195992","21ur-8293",NA,NA,NA
"13195993","21ur-14305",NA,NA,NA
"13195994","21ur-11296",NA,NA,NA
"13195995","21ur-6883",NA,NA,NA
"13195996","21ur-12125",NA,NA,NA
"13195997","21ur-11844",NA,NA,NA
"13195998","21ur-12637",NA,NA,NA
"13195999","21ur-12153",NA,NA,NA
"13196000","21ur-8080",NA,NA,NA
"13196001","21ur-12318",NA,NA,NA
"13196003","21ur-8382",NA,NA,NA
"13196004","Y73B6BL.274",NA,NA,NA
"13196005","21ur-6503",NA,NA,NA
"13196006","21ur-8592",NA,NA,NA
"13196007","21ur-9820",NA,NA,NA
"13196009","21ur-8032",NA,NA,NA
"13196010","21ur-7745",NA,NA,NA
"13196011","21ur-10779",NA,NA,NA
"13196012","21ur-11111",NA,NA,NA
"13196013","21ur-12213",NA,NA,NA
"13196014","21ur-9504",NA,NA,NA
"13196015","21ur-13604",NA,NA,NA
"13196017","21ur-12193",NA,NA,NA
"13196018","21ur-1520",NA,NA,NA
"13196020","21ur-3194",NA,NA,NA
"13196021","21ur-12675",NA,NA,NA
"13196022","21ur-14428",NA,NA,NA
"13196023","21ur-4395",NA,NA,NA
"13196024","21ur-10753",NA,NA,NA
"13196025","21ur-4507",NA,NA,NA
"13196026","Y73B6BL.273",NA,NA,NA
"13196027","21ur-10058",NA,NA,NA
"13196028","21ur-8801",NA,NA,NA
"13196029","21ur-12714",NA,NA,NA
"13196030","21ur-3202",NA,NA,NA
"13196031","21ur-9818",NA,NA,NA
"13196032","21ur-10783",NA,NA,NA
"13196034","21ur-13268",NA,NA,NA
"13196035","Y73B6BL.283",NA,NA,NA
"13196037","21ur-10941",NA,NA,NA
"13196038","21ur-4616",NA,NA,NA
"13196039","21ur-14051",NA,NA,NA
"13196040","21ur-7544",NA,NA,NA
"13196041","21ur-15240",NA,NA,NA
"13196042","21ur-14635",NA,NA,NA
"13196043","21ur-9358",NA,NA,NA
"13196045","21ur-13785",NA,NA,NA
"13196046","21ur-9487",NA,NA,NA
"13196047","21ur-6578",NA,NA,NA
"13196048","21ur-12832",NA,NA,NA
"13196049","21ur-277",NA,NA,NA
"13196050","21ur-14547",NA,NA,NA
"13196051","21ur-13548",NA,NA,NA
"13196052","21ur-13865",NA,NA,NA
"13196053","21ur-7992",NA,NA,NA
"13196055","21ur-7380",NA,NA,NA
"13196056","21ur-14558",NA,NA,NA
"13196057","21ur-14333",NA,NA,NA
"13196058","21ur-9652",NA,NA,NA
"13196059","21ur-526",NA,NA,NA
"13196060","21ur-984",NA,NA,NA
"13196061","21ur-1414",NA,NA,NA
"13196062","21ur-5756",NA,NA,NA
"13196063","21ur-8113",NA,NA,NA
"13196064","21ur-12293",NA,NA,NA
"13196065","21ur-9777",NA,NA,NA
"13196066","21ur-13123",NA,NA,NA
"13196067","21ur-7407",NA,NA,NA
"13196069","21ur-10167",NA,NA,NA
"13196070","Y73B6BL.285",NA,NA,NA
"13196071","21ur-5051",NA,NA,NA
"13196072","21ur-818",NA,NA,NA
"13196073","21ur-7194",NA,NA,NA
"13196074","21ur-3463",NA,NA,NA
"13196075","21ur-15693",NA,NA,NA
"13196076","21ur-7159",NA,NA,NA
"13196077","21ur-7261",NA,NA,NA
"13196078","21ur-3318",NA,NA,NA
"13196079","21ur-3368",NA,NA,NA
"13196080","21ur-1029",NA,NA,NA
"13196081","21ur-1840",NA,NA,NA
"13196082","21ur-14671",NA,NA,NA
"13196083","21ur-14688",NA,NA,NA
"13196084","21ur-2113",NA,NA,NA
"13196085","21ur-13134",NA,NA,NA
"13196086","21ur-6900",NA,NA,NA
"13196087","Y73B6BL.287",NA,NA,NA
"13196088","21ur-8630",NA,NA,NA
"13196089","21ur-13535",NA,NA,NA
"13196090","21ur-8832",NA,NA,NA
"13196091","Y73B6BL.284",NA,NA,NA
"13196092","Y73B6BL.282",NA,NA,NA
"13196093","21ur-5882",NA,NA,NA
"13196094","21ur-11025",NA,NA,NA
"13196095","21ur-9114",NA,NA,NA
"13196096","21ur-1534",NA,NA,NA
"13196097","21ur-7984",NA,NA,NA
"13196098","21ur-7990",NA,NA,NA
"13196099","21ur-9289",NA,NA,NA
"13196100","21ur-7048",NA,NA,NA
"13196101","21ur-8214",NA,NA,NA
"13196102","21ur-11539",NA,NA,NA
"13196103","21ur-4522",NA,NA,NA
"13196104","21ur-2048",NA,NA,NA
"13196106","21ur-15194",NA,NA,NA
"13196107","21ur-13982",NA,NA,NA
"13196108","21ur-4265",NA,NA,NA
"13196109","21ur-9492",NA,NA,NA
"13196110","21ur-7858",NA,NA,NA
"13196111","21ur-13275",NA,NA,NA
"13196112","21ur-7221",NA,NA,NA
"13196113","21ur-11877",NA,NA,NA
"13196114","21ur-13906",NA,NA,NA
"13196115","21ur-12804",NA,NA,NA
"13196116","21ur-5751",NA,NA,NA
"13196117","21ur-13194",NA,NA,NA
"13196118","21ur-11916",NA,NA,NA
"13196119","21ur-14052",NA,NA,NA
"13196120","21ur-8005",NA,NA,NA
"13196121","21ur-7888",NA,NA,NA
"13196122","21ur-8468",NA,NA,NA
"13196123","21ur-10201",NA,NA,NA
"13196124","21ur-9976",NA,NA,NA
"13196125","21ur-7158",NA,NA,NA
"13196126","21ur-7337",NA,NA,NA
"13196127","21ur-8654",NA,NA,NA
"13196128","21ur-9294",NA,NA,NA
"13196129","21ur-12242",NA,NA,NA
"13196130","21ur-9318",NA,NA,NA
"13196133","21ur-10331",NA,NA,NA
"13196134","21ur-12103",NA,NA,NA
"13196138","21ur-6672",NA,NA,NA
"13196141","21ur-6826",NA,NA,NA
"13196142","21ur-12904",NA,NA,NA
"13196143","21ur-12029",NA,NA,NA
"13196144","21ur-14426",NA,NA,NA
"13196145","21ur-6712",NA,NA,NA
"13196146","21ur-7229",NA,NA,NA
"13196147","21ur-7693",NA,NA,NA
"13196148","21ur-8881",NA,NA,NA
"13196149","21ur-6629",NA,NA,NA
"13196152","C43G2.30",NA,NA,NA
"13196155","C43G2.28",NA,NA,NA
"13196156","21ur-12296",NA,NA,NA
"13196157","21ur-7086",NA,NA,NA
"13196159","21ur-15262",NA,NA,NA
"13196161","21ur-7237",NA,NA,NA
"13196162","C43G2.29",NA,NA,NA
"13196163","21ur-9054",NA,NA,NA
"13196165","21ur-8152",NA,NA,NA
"13196166","21ur-8246",NA,NA,NA
"13196167","21ur-9181",NA,NA,NA
"13196168","21ur-6639",NA,NA,NA
"13196169","21ur-7788",NA,NA,NA
"13196170","21ur-9557",NA,NA,NA
"13196171","21ur-14110",NA,NA,NA
"13196172","21ur-10382",NA,NA,NA
"13196173","21ur-14136",NA,NA,NA
"13196174","21ur-11602",NA,NA,NA
"13196175","21ur-7676",NA,NA,NA
"13196176","21ur-12215",NA,NA,NA
"13196177","21ur-6599",NA,NA,NA
"13196178","21ur-6496",NA,NA,NA
"13196179","C43G2.27",NA,NA,NA
"13196180","C43G2.26",NA,NA,NA
"13196181","C43G2.25",NA,NA,NA
"13196187","21ur-14342",NA,NA,NA
"13196188","21ur-9193",NA,NA,NA
"13196191","21ur-12199",NA,NA,NA
"13196195","21ur-13689",NA,NA,NA
"13196196","21ur-10664",NA,NA,NA
"13196197","21ur-12717",NA,NA,NA
"13196199","21ur-11751",NA,NA,NA
"13196203","21ur-11722",NA,NA,NA
"13196209","21ur-14775",NA,NA,NA
"13196210","21ur-14310",NA,NA,NA
"13196211","21ur-15420",NA,NA,NA
"13196212","C01B10.44",NA,NA,NA
"13196214","21ur-13554",NA,NA,NA
"13196215","21ur-11007",NA,NA,NA
"13196216","21ur-13265",NA,NA,NA
"13196217","21ur-14680",NA,NA,NA
"13196218","21ur-11884",NA,NA,NA
"13196219","21ur-8330",NA,NA,NA
"13196220","21ur-12718",NA,NA,NA
"13196221","21ur-12302",NA,NA,NA
"13196222","C01B10.47",NA,NA,NA
"13196224","21ur-6319",NA,NA,NA
"13196225","21ur-11403",NA,NA,NA
"13196226","C01B10.46",NA,NA,NA
"13196230","21ur-6394",NA,NA,NA
"13196231","21ur-7169",NA,NA,NA
"13196232","21ur-15484",NA,NA,NA
"13196234","21ur-13556",NA,NA,NA
"13196235","21ur-7908",NA,NA,NA
"13196236","21ur-8461",NA,NA,NA
"13196237","C01B10.45",NA,NA,NA
"13196239","21ur-7352",NA,NA,NA
"13196240","21ur-13538",NA,NA,NA
"13196241","21ur-7473",NA,NA,NA
"13196242","21ur-8182",NA,NA,NA
"13196243","21ur-6657",NA,NA,NA
"13196244","21ur-5798",NA,NA,NA
"13196245","21ur-11294",NA,NA,NA
"13196246","21ur-8058",NA,NA,NA
"13196247","21ur-14537",NA,NA,NA
"13196248","21ur-6875",NA,NA,NA
"13196249","21ur-12161",NA,NA,NA
"13196251","21ur-6055",NA,NA,NA
"13196252","21ur-15647",NA,NA,NA
"13196256","21ur-12285",NA,NA,NA
"13196257","21ur-14257",NA,NA,NA
"13196258","21ur-9017",NA,NA,NA
"13196263","21ur-12572",NA,NA,NA
"13196265","21ur-7760",NA,NA,NA
"13196266","21ur-5651",NA,NA,NA
"13196267","21ur-14162",NA,NA,NA
"13196268","H34C03.18",NA,NA,NA
"13196270","H34C03.19",NA,NA,NA
"13196272","21ur-11927",NA,NA,NA
"13196273","21ur-15238",NA,NA,NA
"13196274","21ur-10091",NA,NA,NA
"13196275","21ur-6101",NA,NA,NA
"13196276","21ur-7784",NA,NA,NA
"13196277","21ur-13847",NA,NA,NA
"13196279","21ur-6677",NA,NA,NA
"13196280","21ur-14787",NA,NA,NA
"13196281","21ur-8963",NA,NA,NA
"13196282","21ur-7658",NA,NA,NA
"13196283","H34C03.20",NA,NA,NA
"13196284","21ur-6808",NA,NA,NA
"13196285","21ur-12996",NA,NA,NA
"13196287","21ur-13040",NA,NA,NA
"13196288","C17H12.34",NA,NA,NA
"13196289","C17H12.35",NA,NA,NA
"13196290","C17H12.32",NA,NA,NA
"13196292","C17H12.30",NA,NA,NA
"13196293","C17H12.33",NA,NA,NA
"13196298","21ur-8140",NA,NA,NA
"13196299","21ur-9569",NA,NA,NA
"13196300","21ur-15414",NA,NA,NA
"13196301","21ur-6689",NA,NA,NA
"13196302","21ur-12369",NA,NA,NA
"13196303","21ur-7761",NA,NA,NA
"13196304","21ur-14926",NA,NA,NA
"13196305","21ur-11363",NA,NA,NA
"13196308","21ur-7065",NA,NA,NA
"13196309","21ur-10011",NA,NA,NA
"13196310","C17H12.31",NA,NA,NA
"13196311","21ur-8662",NA,NA,NA
"13196312","21ur-7848",NA,NA,NA
"13196314","21ur-11132",NA,NA,NA
"13196317","21ur-13425",NA,NA,NA
"13196318","21ur-13732",NA,NA,NA
"13196321","21ur-10666",NA,NA,NA
"13196324","21ur-14253",NA,NA,NA
"13196325","21ur-11110",NA,NA,NA
"13196326","21ur-8175",NA,NA,NA
"13196327","21ur-6942",NA,NA,NA
"13196328","21ur-7541",NA,NA,NA
"13196329","21ur-13576",NA,NA,NA
"13196330","21ur-14924",NA,NA,NA
"13196331","21ur-14532",NA,NA,NA
"13196332","C05B10.21",NA,NA,NA
"13196333","C05B10.19",NA,NA,NA
"13196334","C05B10.15",NA,NA,NA
"13196335","21ur-8870",NA,NA,NA
"13196336","21ur-14312",NA,NA,NA
"13196337","21ur-7170",NA,NA,NA
"13196338","C05B10.16",NA,NA,NA
"13196339","C05B10.14",NA,NA,NA
"13196340","C05B10.20",NA,NA,NA
"13196341","C05B10.18",NA,NA,NA
"13196342","C05B10.17",NA,NA,NA
"13196345","21ur-15140",NA,NA,NA
"13196346","21ur-9438",NA,NA,NA
"13196347","21ur-9844",NA,NA,NA
"13196348","21ur-8053",NA,NA,NA
"13196349","21ur-14595",NA,NA,NA
"13196350","21ur-15195",NA,NA,NA
"13196351","21ur-10985",NA,NA,NA
"13196352","21ur-13652",NA,NA,NA
"13196353","21ur-10117",NA,NA,NA
"13196354","R13H7.19",NA,NA,NA
"13196355","21ur-10360",NA,NA,NA
"13196356","21ur-9520",NA,NA,NA
"13196357","R13H7.3",NA,NA,NA
"13196358","21ur-11891",NA,NA,NA
"13196359","21ur-7000",NA,NA,NA
"13196361","21ur-9864",NA,NA,NA
"13196362","21ur-13933",NA,NA,NA
"13196364","T05A12.6",NA,NA,NA
"13196365","21ur-6531",NA,NA,NA
"13196367","T05A12.7",NA,NA,NA
"13196370","21ur-11546",NA,NA,NA
"13196374","T22D1.17","GO:0016020","IEA","CC"
"13196376","T22D1.19",NA,NA,NA
"13196380","T22D1.18","GO:0016020","IEA","CC"
"13196381","T22D1.21",NA,NA,NA
"13196384","T22D1.20",NA,NA,NA
"13196386","21ur-14346",NA,NA,NA
"13196387","21ur-9563",NA,NA,NA
"13196388","21ur-5850",NA,NA,NA
"13196390","21ur-9300",NA,NA,NA
"13196391","21ur-10175",NA,NA,NA
"13196392","21ur-13230",NA,NA,NA
"13196393","21ur-6730",NA,NA,NA
"13196394","21ur-6930",NA,NA,NA
"13196395","21ur-11811",NA,NA,NA
"13196396","21ur-9097",NA,NA,NA
"13196397","21ur-6385",NA,NA,NA
"13196398","21ur-9103",NA,NA,NA
"13196399","B0478.23",NA,NA,NA
"13196400","B0478.26",NA,NA,NA
"13196401","21ur-13531",NA,NA,NA
"13196402","21ur-8195",NA,NA,NA
"13196403","21ur-13445",NA,NA,NA
"13196404","B0478.24",NA,NA,NA
"13196405","21ur-12264",NA,NA,NA
"13196407","B0478.25",NA,NA,NA
"13196408","21ur-13155",NA,NA,NA
"13196409","21ur-6864",NA,NA,NA
"13196410","21ur-7857",NA,NA,NA
"13196411","21ur-8824",NA,NA,NA
"13196412","21ur-12165",NA,NA,NA
"13196413","21ur-8741",NA,NA,NA
"13196416","21ur-8643",NA,NA,NA
"13196418","ZK381.58",NA,NA,NA
"13196419","ZK381.62","GO:0016020","IEA","CC"
"13196420","21ur-13678",NA,NA,NA
"13196421","21ur-10869",NA,NA,NA
"13196422","21ur-13688",NA,NA,NA
"13196427","21ur-8882",NA,NA,NA
"13196428","ZK381.37",NA,NA,NA
"13196429","21ur-12182",NA,NA,NA
"13196430","ZK381.36",NA,NA,NA
"13196431","ZK381.50",NA,NA,NA
"13196432","ZK381.53",NA,NA,NA
"13196433","ZK381.57",NA,NA,NA
"13196434","ZK381.61",NA,NA,NA
"13196435","ZK381.43",NA,NA,NA
"13196436","ZK381.47",NA,NA,NA
"13196437","ZK381.39",NA,NA,NA
"13196438","ZK381.42",NA,NA,NA
"13196439","ZK381.60",NA,NA,NA
"13196440","21ur-1101",NA,NA,NA
"13196441","ZK381.45",NA,NA,NA
"13196442","ZK381.51",NA,NA,NA
"13196443","ZK381.54",NA,NA,NA
"13196444","ZK381.59",NA,NA,NA
"13196445","21ur-10110",NA,NA,NA
"13196446","21ur-11522",NA,NA,NA
"13196447","ZK381.38",NA,NA,NA
"13196448","ZK381.34",NA,NA,NA
"13196449","21ur-2087",NA,NA,NA
"13196450","21ur-4660",NA,NA,NA
"13196451","21ur-10023",NA,NA,NA
"13196452","21ur-15247",NA,NA,NA
"13196453","21ur-7804",NA,NA,NA
"13196454","ZK381.40",NA,NA,NA
"13196455","21ur-870",NA,NA,NA
"13196456","21ur-1004",NA,NA,NA
"13196457","21ur-6799",NA,NA,NA
"13196458","21ur-13206",NA,NA,NA
"13196459","21ur-6755",NA,NA,NA
"13196460","21ur-13536",NA,NA,NA
"13196461","ZK381.46",NA,NA,NA
"13196462","21ur-14995",NA,NA,NA
"13196463","21ur-7120",NA,NA,NA
"13196464","ZK381.49",NA,NA,NA
"13196465","ZK381.55",NA,NA,NA
"13196466","21ur-14586",NA,NA,NA
"13196467","ZK381.56",NA,NA,NA
"13196468","21ur-11205",NA,NA,NA
"13196469","ZK381.41",NA,NA,NA
"13196470","ZK381.35",NA,NA,NA
"13196471","ZK381.48",NA,NA,NA
"13196472","ZK381.44",NA,NA,NA
"13196473","21ur-8686",NA,NA,NA
"13196474","ZK381.52",NA,NA,NA
"13196475","C25A8.9",NA,NA,NA
"13196476","21ur-9962",NA,NA,NA
"13196479","21ur-14807",NA,NA,NA
"13196480","21ur-11554",NA,NA,NA
"13196484","21ur-11604",NA,NA,NA
"13196494","21ur-10311",NA,NA,NA
"13196496","21ur-12719",NA,NA,NA
"13196497","21ur-9762",NA,NA,NA
"13196498","21ur-9174",NA,NA,NA
"13196499","21ur-9749",NA,NA,NA
"13196501","srw-64",NA,NA,NA
"13196503","21ur-9189",NA,NA,NA
"13196504","srg-49",NA,NA,NA
"13196507","21ur-9787",NA,NA,NA
"13196508","21ur-11037",NA,NA,NA
"13196509","21ur-12928",NA,NA,NA
"13196510","21ur-12339",NA,NA,NA
"13196516","ZC477.19",NA,NA,NA
"13196517","ZC477.18",NA,NA,NA
"13196518","ZC477.17",NA,NA,NA
"13196519","21ur-14731",NA,NA,NA
"13196520","21ur-15532",NA,NA,NA
"13196521","ZC477.20",NA,NA,NA
"13196522","21ur-13939",NA,NA,NA
"13196524","ZC477.16",NA,NA,NA
"13196525","ZC477.15",NA,NA,NA
"13196529","21ur-15641",NA,NA,NA
"13196536","21ur-14705",NA,NA,NA
"13196537","str-49",NA,NA,NA
"13196538","str-51",NA,NA,NA
"13196539","str-50",NA,NA,NA
"13196550","C42D4.18",NA,NA,NA
"13196553","str-219",NA,NA,NA
"13196554","21ur-12366",NA,NA,NA
"13196560","str-249","GO:0005886","IBA","CC"
"13196560","str-249","GO:0007186","IBA","BP"
"13196560","str-249","GO:0016020","IEA","CC"
"13196560","str-249","GO:0038022","IBA","MF"
"13196560","str-249","GO:0042048","IBA","BP"
"13196560","str-249","GO:0050911","IEA","BP"
"13196561","21ur-14199",NA,NA,NA
"13196562","21ur-8221",NA,NA,NA
"13196564","C42D4.17",NA,NA,NA
"13196568","21ur-13199",NA,NA,NA
"13196570","R13A1.15",NA,NA,NA
"13196572","R13A1.17",NA,NA,NA
"13196573","21ur-13107",NA,NA,NA
"13196574","R13A1.16",NA,NA,NA
"13196575","R13A1.14",NA,NA,NA
"13196576","R13A1.13",NA,NA,NA
"13196585","D2024.14",NA,NA,NA
"13196586","D2024.15",NA,NA,NA
"13196587","D2024.17",NA,NA,NA
"13196590","21ur-14659",NA,NA,NA
"13196593","D2024.16",NA,NA,NA
"13196595","21ur-14777",NA,NA,NA
"13196596","21ur-14624",NA,NA,NA
"13196599","21ur-15639",NA,NA,NA
"13196604","21ur-11682",NA,NA,NA
"13196605","21ur-14818",NA,NA,NA
"13196606","21ur-14719",NA,NA,NA
"13196607","C06E4.21",NA,NA,NA
"13196608","C06E4.20",NA,NA,NA
"13196610","C06E4.16",NA,NA,NA
"13196611","C06E4.15",NA,NA,NA
"13196612","C06E4.18",NA,NA,NA
"13196613","C06E4.17",NA,NA,NA
"13196614","C06E4.19",NA,NA,NA
"13196615","21ur-6266",NA,NA,NA
"13196618","21ur-11085",NA,NA,NA
"13196622","21ur-15026",NA,NA,NA
"13196627","F42C5.15",NA,NA,NA
"13196630","F42C5.12",NA,NA,NA
"13196631","F42C5.13",NA,NA,NA
"13196632","F42C5.14",NA,NA,NA
"13196633","F42C5.16",NA,NA,NA
"13196635","Y40C5A.21",NA,NA,NA
"13196636","Y40C5A.20",NA,NA,NA
"13196638","21ur-10109",NA,NA,NA
"13196639","21ur-15313",NA,NA,NA
"13196640","21ur-14935",NA,NA,NA
"13196642","21ur-11728",NA,NA,NA
"13196644","21ur-12186",NA,NA,NA
"13196645","Y40C5A.19",NA,NA,NA
"13196646","Y40C5A.18",NA,NA,NA
"13196647","Y40C5A.17",NA,NA,NA
"13196648","Y40C5A.16",NA,NA,NA
"13196650","Y40C5A.15",NA,NA,NA
"13196651","Y40C5A.22",NA,NA,NA
"13196652","Y40C5A.23",NA,NA,NA
"13196653","21ur-8840",NA,NA,NA
"13196655","21ur-14956",NA,NA,NA
"13196656","21ur-12912",NA,NA,NA
"13196657","21ur-13845",NA,NA,NA
"13196661","21ur-10817",NA,NA,NA
"13196663","T12B3.8",NA,NA,NA
"13196664","T12B3.9",NA,NA,NA
"13196666","T12B3.7",NA,NA,NA
"13196667","C48A7.9",NA,NA,NA
"13196668","C48A7.14",NA,NA,NA
"13196669","C48A7.15",NA,NA,NA
"13196670","C48A7.13",NA,NA,NA
"13196671","C48A7.5",NA,NA,NA
"13196673","C48A7.10",NA,NA,NA
"13196674","21ur-8639",NA,NA,NA
"13196675","C48A7.7",NA,NA,NA
"13196676","C48A7.6",NA,NA,NA
"13196677","C48A7.11",NA,NA,NA
"13196678","C48A7.8",NA,NA,NA
"13196679","C48A7.12",NA,NA,NA
"13196680","21ur-15006",NA,NA,NA
"13196682","B0496.17",NA,NA,NA
"13196684","B0496.15",NA,NA,NA
"13196686","B0496.19",NA,NA,NA
"13196687","B0496.12",NA,NA,NA
"13196688","21ur-12337",NA,NA,NA
"13196689","B0496.11",NA,NA,NA
"13196691","B0496.13",NA,NA,NA
"13196695","B0496.14",NA,NA,NA
"13196696","B0496.18",NA,NA,NA
"13196697","B0496.16",NA,NA,NA
"13196702","F55G1.19",NA,NA,NA
"13196712","F55G1.18",NA,NA,NA
"13196716","F55G1.20",NA,NA,NA
"13196722","R05G6.18",NA,NA,NA
"13196725","21ur-14889",NA,NA,NA
"13196728","21ur-10300",NA,NA,NA
"13196729","21ur-10338",NA,NA,NA
"13196731","21ur-9631",NA,NA,NA
"13196733","R05G6.20",NA,NA,NA
"13196734","R05G6.19",NA,NA,NA
"13196735","21ur-10108",NA,NA,NA
"13196753","21ur-14888",NA,NA,NA
"13196755","F45E4.18",NA,NA,NA
"13196756","F45E4.15",NA,NA,NA
"13196760","21ur-14916",NA,NA,NA
"13196764","21ur-12277",NA,NA,NA
"13196765","F45E4.16",NA,NA,NA
"13196766","21ur-12404",NA,NA,NA
"13196767","F45E4.17",NA,NA,NA
"13196771","C08G9.4",NA,NA,NA
"13196772","C08G9.7",NA,NA,NA
"13196774","C08G9.5",NA,NA,NA
"13196775","C08G9.6",NA,NA,NA
"13196777","21ur-15054",NA,NA,NA
"13196778","C08G9.8",NA,NA,NA
"13196780","F33D4.12",NA,NA,NA
"13196781","21ur-11668",NA,NA,NA
"13196783","F33D4.11",NA,NA,NA
"13196789","21ur-14273",NA,NA,NA
"13196791","F33D4.13",NA,NA,NA
"13196792","21ur-10237",NA,NA,NA
"13196798","21ur-13319",NA,NA,NA
"13196799","21ur-13514",NA,NA,NA
"13196804","C46A5.13",NA,NA,NA
"13196806","21ur-14371",NA,NA,NA
"13196807","21ur-15050",NA,NA,NA
"13196808","C46A5.14",NA,NA,NA
"13196821","21ur-14978",NA,NA,NA
"13196831","21ur-12162",NA,NA,NA
"13196836","21ur-15670",NA,NA,NA
"13196838","21ur-12328",NA,NA,NA
"13196843","21ur-12272",NA,NA,NA
"13196844","C06A6.9",NA,NA,NA
"13196846","C06A6.14",NA,NA,NA
"13196848","C06A6.12",NA,NA,NA
"13196849","C06A6.13",NA,NA,NA
"13196850","C06A6.11",NA,NA,NA
"13196851","C06A6.10",NA,NA,NA
"13196852","21ur-14877",NA,NA,NA
"13196856","21ur-14919",NA,NA,NA
"13196860","21ur-10093",NA,NA,NA
"13196868","C49H3.16","GO:0004867","IBA","MF"
"13196868","C49H3.16","GO:0004867","IEA","MF"
"13196868","C49H3.16","GO:0005615","IBA","CC"
"13196869","C49H3.14",NA,NA,NA
"13196872","C49H3.15",NA,NA,NA
"13196876","21ur-15510",NA,NA,NA
"13196879","21ur-11636",NA,NA,NA
"13196889","21ur-11826",NA,NA,NA
"13196890","F57H12.10",NA,NA,NA
"13196893","21ur-10739",NA,NA,NA
"13196894","21ur-9006",NA,NA,NA
"13196897","Y42H9B.6",NA,NA,NA
"13196898","Y42H9B.8",NA,NA,NA
"13196899","Y42H9B.5",NA,NA,NA
"13196900","Y42H9B.7",NA,NA,NA
"13196901","Y42H9B.10",NA,NA,NA
"13196902","Y42H9B.9",NA,NA,NA
"13196910","C26B2.12",NA,NA,NA
"13196911","21ur-14765",NA,NA,NA
"13196912","21ur-8451",NA,NA,NA
"13196915","C26B2.11",NA,NA,NA
"13196916","C26B2.13",NA,NA,NA
"13196917","21ur-10726",NA,NA,NA
"13196918","C18F3.8",NA,NA,NA
"13196919","C18F3.10",NA,NA,NA
"13196920","C18F3.9",NA,NA,NA
"13196921","C18F3.6",NA,NA,NA
"13196923","C18F3.11",NA,NA,NA
"13196924","C18F3.12",NA,NA,NA
"13196925","C18F3.7",NA,NA,NA
"13196927","21ur-10187",NA,NA,NA
"13196930","21ur-14570",NA,NA,NA
"13196936","21ur-12271",NA,NA,NA
"13196937","21ur-8863",NA,NA,NA
"13196939","21ur-13709",NA,NA,NA
"13196943","mir-4920",NA,NA,NA
"13196945","F42G8.16",NA,NA,NA
"13196952","21ur-10379",NA,NA,NA
